centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,centroid_median,centroid_min,centroid_max,bandwidth_mean,bandwidth_std,bandwidth_kurtosis,bandwidth_skew,bandwidth_median,bandwidth_min,bandwidth_max,contrast_mean,contrast_std,contrast_kurtosis,contrast_skew,contrast_median,contrast_min,contrast_max,flatness_mean,flatness_std,flatness_kurtosis,flatness_skew,flatness_median,flatness_min,flatness_max,rolloff_mean,rolloff_std,rolloff_kurtosis,rolloff_skew,rolloff_median,rolloff_min,rolloff_max,zcr_mean,zcr_std,zcr_kurtosis,zcr_skew,zcr_median,zcr_min,zcr_max,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,rmse_median,rmse_min,rmse_max,pitch_mean_mean,pitch_mean_std,pitch_mean_kurtosis,pitch_mean_skew,pitch_mean_median,pitch_mean_min,pitch_mean_max,mfcc_ravel_mean,mfcc_ravel_std,mfcc_ravel_kurtosis,mfcc_ravel_skew,mfcc_ravel_median,mfcc_ravel_min,mfcc_ravel_max,chroma_vqt_mean,chroma_vqt_std,chroma_vqt_kurtosis,chroma_vqt_skew,chroma_vqt_median,chroma_vqt_min,chroma_vqt_max,label
0.16832831505255924,0.40140445048246437,0.7531378943758068,0.9494592965264607,0.19813662807988752,0.20010636853991587,0.66280513518049,0.24006311615126708,0.44030967986090375,0.3491402460374663,0.5892325986143303,0.20252334084540713,0.2211840884418142,0.6768495095507376,0.5070621612964599,0.4718274830486962,0.622166821708406,0.7636042430659067,0.3633854443736455,0.24530113844769583,0.7230506293536221,0.029785307529484713,0.08997806913346339,0.19662403115132646,0.5345886151076308,0.013513029380434102,0.0050490923040262484,0.18433410248803153,0.2002722693492054,0.4226626849777818,0.5347003043870888,0.743950055501646,0.25468577728776187,0.23809523809523808,0.6813186813186813,0.19143114779759812,0.32255610213740543,0.4600680561828975,0.7829929878172095,0.21145374449339205,0.1858974358974359,0.5644628099173554,0.2436274610078794,0.2148791913631267,0.07554504819940991,0.2943046969044265,0.21782733554186762,0.055505417507929734,0.24990750602676978,0.10510883528812028,0.24198465470957434,0.14103887783530467,0.4479096732691573,0.062081111063078724,0.0063902074584326635,0.34414278634596607,0.6551719945149842,0.3311298458563536,0.24848279336139598,0.4319771334739315,0.40694350481086167,0.6095033279728328,0.6032138216655258,0.4571667341297435,0.7653344335577691,0.06980229136810762,0.29722886214542743,0.5397182331592343,0.08806607759394477,0.0,0
0.5105611541413866,0.7893281876581635,0.1116605735754724,0.5108686221193129,0.30546432599263895,0.31098442411814764,0.7785614571336256,0.44710105748953255,0.5494859443802677,0.14067887048948857,0.4378661075248641,0.43692056281604297,0.24349694562832952,0.7023544202149841,0.5671819069824668,0.6482890950121643,0.5191597984571149,0.8269447439381981,0.41540078534437574,0.4885595970705776,0.7727286131396569,0.21544229132817122,0.3974285889356135,0.054940437440014186,0.28444700837731834,0.04654322852442186,0.01120110560567307,0.7855741583328864,0.5153575919083209,0.7281130001662336,0.08853233191395964,0.43070960253102575,0.4553472987872106,0.22916666666666663,0.8434065934065935,0.5061833654374237,0.7650721885933693,0.10102245656631027,0.5253847486172848,0.36270190895741555,0.3974358974358974,0.8570247933884297,0.06428648032097796,0.08283159136215675,0.2806693706373007,0.556753329594183,0.04845377625687175,0.024068658836842578,0.1337037606325049,0.23417535803707829,0.5104259316435399,0.09390033619628123,0.39690260501222974,0.13813524712490718,0.010893267578994692,0.645558340863867,0.5092586981916573,0.4804451394616585,0.264563457688889,0.31169050332616965,0.6088896408989505,0.5005680378957106,0.5748893206923769,0.5425896460209442,0.6782267818181215,0.08756856444808808,0.24534213855636777,0.6353182696229845,0.1369247625457876,0.0,0
0.27927463954527115,0.3508097528621466,0.360892628720833,0.6386164205388422,0.2897802359924795,0.14364569463879578,0.5947120771221315,0.34675561089207585,0.5211772300630938,0.12702066811067692,0.38349796408045744,0.3478706592702784,0.046310456719819704,0.6039956776857109,0.7242358049340243,0.7369893321362422,0.294529941917729,0.6154846539430323,0.514760533960231,0.46911438058295973,0.8047336709261352,0.09166275163282264,0.2441375839205292,0.1930526044820739,0.4996749418318038,0.025824631293215525,0.0003265384633685592,0.5741158715608294,0.3250430931704086,0.4835744476304548,0.15718296192681258,0.40620987745554726,0.3704520396912899,0.10714285714285714,0.7362637362637363,0.3316254816387513,0.2569271750125661,0.206126611941587,0.5632275846418362,0.3935389133627019,0.33974358974358976,0.49752066115702476,0.5090006079178602,0.68023743339664,0.048633046198489,0.36265933987051713,0.279916740477697,0.10298148242999206,0.6944889027583404,0.31237468714938815,0.5452451445835583,0.033947001713763435,0.2660938732601621,0.22689085335209594,0.004245110935512951,0.6556933707654136,0.7454615100246254,0.18784831683417097,0.2845318938056879,0.462961865113362,0.3915433374687906,0.7488691904463249,0.7423031567726848,0.5557318198138049,0.6775234037958188,0.1790016754586301,0.17001266328139902,0.653236937993969,0.031399949139793173,0.0,0
0.37089392688018946,0.47297725028498605,0.25574757264420295,0.5921641501732928,0.34809042693126746,0.09816088489684843,0.6735138017827692,0.4518408566589204,0.5912209915792417,0.25795549218157615,0.5288104241014837,0.43694172251780994,0.21572612400170205,0.8369605493256944,0.5338382614616315,0.4290291480526229,0.5216349645181455,0.6827571458564614,0.43286174003419653,0.24031660719734568,0.7693784023919219,0.14469773650998397,0.32377151124316994,0.0911789168507205,0.37279624318230775,0.04297934726286689,0.0009342077996586395,0.6202385823857839,0.41611755132192174,0.5831192655426128,0.2335989735635341,0.5305435819460669,0.44432194046306495,0.08630952380952382,0.877747252747253,0.33543916838139654,0.380054513999478,0.18211734216336112,0.5570844953424665,0.3377386196769457,0.23717948717948717,0.6421487603305785,0.11907235342921221,0.12501939675465826,0.13480303743650973,0.41492380388699934,0.09854287537178022,0.018021860159793308,0.16273560487915467,0.2801791817271197,0.6629077984556869,0.061923881509016815,0.35186624437450986,0.1316226820060542,0.0028152698343514027,0.7719355635987164,0.4776033250218401,0.3937545159911597,0.29310132244468323,0.3182018446885717,0.434397276195494,0.47065860099613843,0.5268155290478709,0.40410811583958506,0.7831946436131122,0.10029343612453312,0.32852291831415287,0.4849351355541399,0.051370823689660006,0.0,0
0.4640647663732865,0.6030903468112659,0.06244974157955898,0.3874125873619947,0.41633540787263457,0.18532237661383671,0.5695470143229427,0.53030593356342,0.6847733025016001,0.05001683743138974,0.3009314801840681,0.5096499646447193,0.27657867105586414,0.5859283814792116,0.6732967334573188,0.3889727269435322,0.21744358739256195,0.43050048950857744,0.5525513529295023,0.5105414220946647,0.6600032304733674,0.23171467330337403,0.47007774448288137,0.04076213959535043,0.2746741008303541,0.03245625287652769,0.003735641083194674,0.5929275326597073,0.5249776841806664,0.7149353378371193,0.048393928535290974,0.3225016686004729,0.5203969128996692,0.24702380952380948,0.7417582417582418,0.3136981992608319,0.43300204970129114,0.03897818319216521,0.4049415121774316,0.24522760646108666,0.1858974358974359,0.40165289256198344,0.20308126896849474,0.19374474741947756,0.05342571720843562,0.30844971145708777,0.15783732548118093,0.024787272985863893,0.2016087433645809,0.17436289613892436,0.6321930776294317,0.12598464128886672,0.4659882159161792,0.035578872167253334,0.0074001880378938584,0.7333264130764456,0.4986144283799423,0.3256995444865977,0.30145019674793017,0.3268136220397345,0.32325982660390656,0.5605036090163248,0.6172196171832778,0.15499528115618166,0.9011325440007508,0.17874641735676577,0.5547551594343598,0.18930010921923712,0.03177803529869319,0.0,0
0.27448933812487414,0.3112107759351333,0.1383985436113485,0.44828964033863006,0.2989888215091555,0.21447545780581445,0.4162026284406646,0.3998665865337975,0.5041669168103614,0.12661148090794644,0.3596763620219051,0.44337403710030354,0.24812018534460661,0.5674396542268458,0.6463839357006227,0.43858649872480354,0.5179524105054285,0.6571295097486448,0.5454566492705588,0.5938161996496603,0.8123566096722925,0.07520819569548344,0.22512539884116475,0.326518442338171,0.6486977522971568,0.028366079379603244,0.0026413005393168118,0.6201973754835514,0.3201082538502531,0.4450830844881674,0.13705704375034863,0.3583749310532509,0.41345093715545755,0.20238095238095238,0.6373626373626373,0.24155263171488933,0.23154523841879668,0.13083901108131485,0.49543076726745383,0.26725403817914833,0.25,0.3487603305785124,0.23402766264915514,0.2300687576156385,0.07602217786009104,0.3358104083066362,0.19907161077226648,0.03371171198341759,0.25924362919025395,0.15117668905760454,0.44721357848293897,0.15353100709962264,0.4952493008647277,0.06444543639719877,0.008128160537309954,0.5984324872298757,0.6635392670063045,0.3118537175053581,0.2700041420094198,0.36587695373180895,0.5615022427754229,0.6059766145115427,0.6492552728764491,0.34129920821108606,0.7598155151986635,0.13643704199171736,0.4296941561191776,0.39496749699954203,0.04586909557332211,0.0,0
0.20091918759248323,0.5221534378735849,0.17568860088743596,0.5831659884561814,0.12590721743731725,0.26592988644074944,0.4962919317695229,0.30014741781780085,0.7145333527565589,0.19832184592644858,0.5682759837294662,0.2219040453436355,0.2576533511010672,0.7096547125976147,0.4418094696738446,0.2884367833455666,0.5260143609449044,0.5883162276317437,0.37140620175072003,0.3820734725211171,0.60260015769603,0.10505144414565921,0.2659582309912111,0.08115836865718523,0.35113821214947266,0.008644504297840578,0.012900385713010928,0.434810163491417,0.207416097915186,0.7201123153039021,0.13768410779402507,0.5081517024467275,0.15545755237045203,0.19345238095238093,0.6854395604395604,0.23895286910148905,0.35353017563262196,0.20349229171815736,0.6187258541217897,0.19676945668135093,0.2692307692307692,0.4760330578512397,0.16619706485725352,0.12468366478946889,0.04870036546815755,0.2760279568496441,0.14350003326685226,0.06427233721600624,0.13806443591326256,0.10474752105608016,0.28750324368308805,0.17154770117801385,0.526984501066035,0.062268029116637445,0.015592006129913013,0.350848047056353,0.736781374461521,0.38997964502929255,0.20341054290592128,0.4280704642092725,0.7480641673485346,0.5684708168311718,0.7531860115381352,0.5892998720852393,0.5653288287216286,0.08862131420336788,0.30836835415763547,0.6267356017368123,0.33676489956831085,0.0,0
0.2476587069371698,0.18993162834113278,0.7816442058148947,0.8088911990132901,0.2997097288570669,0.3815847097031152,0.46515265537350503,0.2911593127494826,0.28675588832186255,0.22597865687388724,0.481186571775,0.2975234917058448,0.34680843427047664,0.45706994054527295,0.4199888343219922,0.5430782278096253,0.6471840744801496,0.8611227513852243,0.27335677109512835,0.3908252835779996,0.7568870434289334,0.06816375566100126,0.14188573691543122,0.4023685531886108,0.6961779411887795,0.04101347045938116,0.012130246347308506,0.4575106009042637,0.3030441905915072,0.24310439854736587,0.5857168565064325,0.630879599635967,0.3936052921719956,0.32440476190476186,0.6112637362637363,0.2962606544161069,0.14790538287489738,0.3287012580632998,0.5701392896707826,0.38179148311306904,0.5064102564102564,0.403305785123967,0.15198560839728714,0.16317253979858107,0.06437422546737082,0.33675813040938934,0.1271093808035227,0.04534540520238599,0.19050363935103148,0.4058336120088811,0.6216959163293002,0.031761830751363,0.2654943149263397,0.29113095648768494,0.021100991654405713,0.7335547975515013,0.591515244379112,0.3215211305693208,0.2918362344046592,0.3907400727015179,0.34899387512128033,0.6063601966398002,0.5463921466588924,0.7003017645609874,0.4405335652885273,0.20680460095824998,0.20613882409907505,0.7466529564091932,0.14493642887571076,0.0,0
0.14973512278366236,0.3358852340439808,0.34785791863352533,0.6566069634818611,0.19032267382662021,0.12294030633403735,0.4817144583068884,0.2931075185663584,0.4631750496704239,0.10981089572208824,0.41798901273745115,0.27962272312773917,0.20378786105469532,0.49215744577510745,0.629119769555303,0.5361569517135734,0.49149137658471376,0.7410733434475613,0.4785309338345711,0.4960190486029403,0.7023524895576874,0.05112745898262204,0.14400722906560456,0.1266386709326176,0.4357493527505559,0.010878285749850674,0.0045022776267183056,0.260175116675844,0.1774427995842801,0.46004941773778824,0.21024192614979792,0.4829700218424525,0.2635060639470783,0.07738095238095237,0.6181318681318682,0.1769308681879585,0.2124656985058286,0.14944054995444095,0.5288539332588035,0.18649045521292218,0.2115384615384615,0.30578512396694213,0.1629180641128765,0.17701904862494,0.04569320801690896,0.30862837655194386,0.13879329447839378,0.04247031044677897,0.17010190809576736,0.10673687452414776,0.36896615090627455,0.25987554541474517,0.6141635391018949,0.05529364484990549,0.004556866028042875,0.5694891584381977,0.6959734141525769,0.4324097785859318,0.29159056739152245,0.341528698690463,0.7603901271075992,0.528401294700955,0.756594221586296,0.5178627739976135,0.6496171345231841,0.10516060620272638,0.3199393983745876,0.5813112893019005,0.11962410379250078,0.0,0
0.25900975632287887,0.45836608376679133,0.27382743291495,0.6242258925337962,0.2366019735768542,0.24300224402164805,0.6503504827404674,0.37100939152100987,0.5300217906059083,0.2238316525443478,0.5282296675737599,0.3420450583500131,0.26848792119537107,0.7082304428774584,0.6723378804485376,0.6386151160484481,0.37400686871352323,0.680644922763747,0.4659001994369012,0.3695596382910221,0.7481495802907325,0.06335159017875,0.17300006265017526,0.3101466320915676,0.5795481001288517,0.01352314243746203,0.0010339410922599246,0.54819626951326,0.34335625764484146,0.5200353947537694,0.19666302969348431,0.5109267920423708,0.3704520396912899,0.2708333333333333,0.8021978021978022,0.2009980139277554,0.32652711568809734,0.21672918545261832,0.6000246387030976,0.15859030837004406,0.1858974358974359,0.5090909090909091,0.17639578697528446,0.21810808328168274,0.06061657644674653,0.34333822633055533,0.15007172155971332,0.024023565663448338,0.22849651238469348,0.10942050223946334,0.42252961050198934,0.16961156717858478,0.5163242239355128,0.024149347488379862,0.002251414703234297,0.5956416330222912,0.5556460943265735,0.44584658745251765,0.39832079920855634,0.2402411099042897,0.6279868035186131,0.4971169573473063,0.4303469399045736,0.33436358181822456,0.7724173534120765,0.14155274251972616,0.4135272792216116,0.40662085642890466,0.04815254381008381,0.0,0
0.07346267755625974,0.13924906883706564,0.18369070014006061,0.50885993776519,0.15318126384238034,0.26921182587533626,0.13454909161346876,0.20881544756658454,0.3697017654580188,0.39567958477854365,0.6943518826054851,0.14947466517300834,0.3699537563926861,0.425081013968712,0.4179406377210968,0.5667618802276004,0.6456007399515074,0.895137965541724,0.29456600336272,0.5840096071564128,0.6979354823058281,0.021414415372047677,0.04608583648445775,0.11150668781777451,0.4168201837912215,0.012935606880594488,0.015098222810530445,0.0737004170620316,0.11748143682720225,0.277080968318919,0.37073738706478576,0.6468913269392413,0.2083792723263506,0.2589285714285714,0.3406593406593407,0.1251428686376595,0.05265965240801108,0.024657676555522357,0.3027928845442082,0.1644640234948605,0.3205128205128205,0.08429752066115703,0.17145498808058224,0.20925033352849726,0.16788631906180995,0.5450797057739425,0.09604602639440236,0.14286633874686644,0.22980408425207624,0.11898281980632733,0.13847631742506722,0.05822979286405564,0.27511812077142717,0.10411878756812235,0.03696361206666465,0.17149293846130453,0.7707197263420487,0.36686347830926097,0.17786623589879072,0.4723976588032467,0.695672865096225,0.7465928711805568,0.6239371324061123,0.49261678157410815,0.5362681667589028,0.1933861913392924,0.4614305656328256,0.5136564866552917,0.30437361139558733,0.0,0
0.11304160408113723,0.2731467459203905,0.3684854554117543,0.732863356056314,0.14936009649888432,0.2731634965213524,0.3300343666183947,0.28047770044108045,0.4889461244875922,0.2726603557639697,0.6281368269183449,0.24759798212594342,0.3270192562580288,0.5089270641607206,0.6741204736871584,0.7892556241513924,0.40745182536457963,0.7762756835813357,0.4373146296488555,0.6095635096512887,0.7636689244578234,0.031624624921692934,0.09367720854818515,0.13323892525238346,0.45614152811791514,0.011330324024459234,0.009703858117591214,0.15612011320805383,0.20519949709054797,0.41801867169294143,0.2855970037202995,0.6135382724703787,0.27453142227122385,0.2857142857142857,0.5247252747252749,0.09257036968658865,0.043618695005277715,0.0745972933059533,0.4364046817375925,0.09985315712187959,0.3269230769230769,0.08925619834710743,0.10280948106803495,0.1333363927824172,0.13614124161549945,0.5021916446151555,0.04658836082389142,0.06010845687920025,0.14080282589094278,0.07066163799241569,0.13606631370848007,0.16379975974954597,0.4671222291594565,0.051554769574164126,0.023473029917583255,0.18490816261804796,0.6381098437655923,0.46818518683891347,0.23758944394401835,0.36893037913595217,0.53613833044958,0.6131861039967186,0.618771841652155,0.5980000951238279,0.5052140748307364,0.14050679365253083,0.33498892495935256,0.6489730063707443,0.2808486871094746,0.0,0
0.3094009167327882,0.41031467585121356,0.2886159158222768,0.6529134899593682,0.29476446574000503,0.40972758857624236,0.5682667461601604,0.4062068121315735,0.6717556816206599,0.12071603538156034,0.4735817861929141,0.3192098442032697,0.30208941901615455,0.6878578824730108,0.6265639539220669,0.5507071695364485,0.3882990947404025,0.6181762011032822,0.5295177458454781,0.43356859760676514,0.7099390817089135,0.11294749405233476,0.28645878159463045,0.09894138646328791,0.39559151939316434,0.029172934056774635,0.007998724978853705,0.4830085004293556,0.3441851419330323,0.5931261292533995,0.16620657529044935,0.4983792124662124,0.37927232635060637,0.2648809523809524,0.7472527472527473,0.32195797929083186,0.243453684977971,0.17689555484377967,0.5472900194073708,0.3847283406754772,0.4358974358974359,0.40247933884297515,0.6567556026376098,0.62753836935831,0.04695319543480074,0.24663264237462118,0.6547989181306042,0.1120802752632615,0.6575246077145547,0.2604209870066437,0.49104835959253107,0.022767804687913482,0.27138150094580965,0.1493343918428803,0.027564268608641192,0.4821305097560079,0.8298547318384624,0.12057030146741404,0.38155190447239995,0.5035613734190569,0.4086545030153253,0.7346399632799258,0.5393476071114438,0.5583657922596971,0.6734273899398818,0.12507442409058794,0.19727617636452566,0.664393687492815,0.074822611218564,0.0,0
0.4070540527896294,0.7812967951626577,0.22561362917832323,0.6107079817912183,0.2638380163527204,0.19122009452197647,1.0,0.4767398941186144,0.9434510549869977,0.18843112750201574,0.5719344908914687,0.32780840750143303,0.2529010837515447,1.0,0.4952799389763325,0.5275970232623861,0.5607265896658215,0.7769426106316584,0.34793594460920696,0.3381051635835255,0.7292301030137542,0.15634476591681418,0.3560730011697616,0.062093917222855594,0.3241142581002503,0.028360574621453007,0.005959844984514462,0.5748331334760961,0.4230757506639724,0.9039951193589294,0.15125283095694192,0.5179866805829747,0.3296582138919515,0.22619047619047616,1.0000000000000002,0.34882223903382115,0.575341842383249,0.2804503078750945,0.6586543282829322,0.2878120411160059,0.17307692307692307,0.8950413223140496,0.08510591486987525,0.09292421884712987,0.16744123972709718,0.47586208312965417,0.060694364745385816,0.026956677499050626,0.1255193925752607,0.13415374051302825,0.26698520754516336,0.07769180186457096,0.3459577526885232,0.08957822274766322,0.0,0.3499410289398484,0.5884304950429529,0.47199531712188497,0.2867334571136223,0.31507153550519984,0.7591283585772529,0.5020335904546357,0.6718282078269397,0.5571688259162942,0.5781115033587204,0.13221235316098096,0.28922598151218776,0.6171191988996022,0.18081929478219694,0.0,0
0.44995326282170783,0.39556910860863564,0.16493209163322492,0.5382739478009189,0.41169828363082284,0.4151320949076339,0.5197318213838968,0.6131523658809995,0.4107971314399807,0.08845529706159311,0.4233795009239292,0.5919372035308278,0.5757821377407448,0.5953877697926233,0.42486992956995784,0.5481230243246551,0.5069506457190096,0.7617207352890767,0.30725361152472486,0.21222559171787161,0.6489202533844614,0.22483927994077044,0.3494515580852721,0.04364007260837945,0.2824076043033506,0.10437820800422355,0.04142078827435382,0.4683741584627592,0.5252821576654564,0.47203320690266415,0.1225904774634449,0.4604591004132429,0.5270121278941565,0.4851190476190476,0.6771978021978022,0.3751203432732095,0.2933014000994639,0.11554242773692518,0.4647145368857336,0.45521292217327464,0.4487179487179487,0.4413223140495868,0.1527926190205814,0.20422551904000716,0.08786412017277842,0.42486331053761184,0.09265552749062894,0.05396830858097162,0.21035292573974412,0.4189919031062516,0.6464547177283736,0.029390349062565303,0.24628889767521123,0.31178740084059986,0.013556054221908892,0.7309903532883393,0.6271783122022332,0.291642783545717,0.32595359130494217,0.30925075051507467,0.48614537911159605,0.6549891963517871,0.3689668124104246,0.6172557714227193,0.6311717322512113,0.17618084267257927,0.13739934745453258,0.7292600233560674,0.0659818358972881,0.0,0
0.32506631403893566,0.31094914482317315,0.6434352270628799,0.8215574330091674,0.3448938545108521,0.39092791074727473,0.6364735955909075,0.4430323692378596,0.5102538068839453,0.2557270685806573,0.5459625831030596,0.39806038070650296,0.3701360401416,0.751410792510425,0.3320726401926286,0.2066747551855686,0.17093114392744366,0.31138345840948894,0.27467959496775096,0.5024930200765739,0.5964400999063451,0.11400383668172785,0.27890811333122484,0.2521016715152954,0.5761624482522614,0.051233078224398106,0.024686782614733834,0.6410247755122925,0.3962070498128627,0.4277347944559593,0.38645085749219,0.6210702967381846,0.434399117971334,0.4077380952380952,0.8173076923076925,0.2953230737919135,0.19594615162280193,0.3006127305125321,0.599365900715478,0.36270190895741555,0.41025641025641024,0.42644628099173554,0.18719328827424364,0.1740358400716243,0.06967828282226828,0.3391946793372256,0.15107143974931794,0.06431742773284967,0.19492098288656604,0.27104523578976975,0.5905092903790445,0.062338357232173985,0.3549510965625684,0.15339913074556,0.014352937617818723,0.6454016977959518,0.6427479868554646,0.2624524336467539,0.2109081976331407,0.42729799779442446,0.3532347944699931,0.6894301609927301,0.4813901657469368,0.47205599104534046,0.6838661356011443,0.09807738653100917,0.3314418191580265,0.5558921892126185,0.08479242821787374,0.0,0
0.2038471033061649,0.1762406584450553,0.05549365579170533,0.29003021537375895,0.26224677697893783,0.3206046855633584,0.1693854684276143,0.18375809088214645,0.27346879651813594,0.1250041578452356,0.2622388460502153,0.22191852920633448,0.18333973718692015,0.2322397522578955,0.6133839688431781,0.8413457669135687,0.30021198813706224,0.6889647335417058,0.27414669030406813,0.46359009722286226,0.6911777683511493,0.024725967981600674,0.02967141277756344,0.08526425417921989,0.3329138204519831,0.027330493255489256,0.008777679473324772,0.056411280806714884,0.2301203536024271,0.2259363679800099,0.11446843026119048,0.15591048174412162,0.3693495038588753,0.22619047619047616,0.25412087912087916,0.310259119084006,0.18754001876955853,0.011234045663862345,0.3234514722607783,0.3729809104258443,0.4871794871794871,0.2074380165289256,0.034582123433167286,0.060575157039886945,0.15432228895378589,0.529900918274865,0.010894676205981479,0.014794643538594212,0.06437848614883232,0.4229309798541382,0.678047339970471,0.017823714922177995,0.2398137070817898,0.28952629785347284,0.036495631768788526,0.6158356706398237,0.2950456359743362,0.6678338773694623,0.2715630477514842,0.3070769541651781,0.46601161309111605,0.3827498003934755,0.7360395881041033,0.6361821161471864,0.5494302051780265,0.16648440097995942,0.20279541176199523,0.695066919883316,0.17023286847848193,0.0,0
0.4535003942806248,0.5995526318839731,0.08640072313074386,0.4280328128461772,0.3428177800722043,0.2617023422576335,0.6184635026987486,0.47749434840332705,0.5911979608477503,0.07062249495366392,0.3317369756108959,0.46245187256467146,0.22775695515940747,0.6746278652709805,0.638518913599017,0.4129137614331872,0.4836517226213,0.6388298056007323,0.5200352335768352,0.3754846784216642,0.7299257178173368,0.19424631739166193,0.307811774994059,0.02387114651532476,0.22040067101147237,0.04086491678890417,0.0072798121225417615,0.4181342222711642,0.4863050449404466,0.6239653896277818,0.054331122948600895,0.3286109803895152,0.5016538037486218,0.19345238095238093,0.6662087912087913,0.4410833642256148,0.5265767029195461,0.10341570562703645,0.49405305564725555,0.3876651982378854,0.358974358974359,0.6826446280991736,0.4903591629851652,0.5408934719331145,0.10596790159416428,0.4077387277195541,0.3524668802560643,0.07995676249322108,0.7257397219642214,0.27604814098211083,0.6142858751593104,0.06110948009784502,0.3590079297260431,0.12953752710266025,0.013328005550866868,0.7128835996311348,0.8707209165814928,0.1522933193281079,0.27520020736595585,0.4821439108464688,0.5999535181916239,0.7224531913062399,0.7790162974758266,0.38653562452011847,0.6979788696430888,0.15321209638020994,0.4534338073095653,0.4199356577166048,0.10627294785167592,0.0,0
