centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,centroid_median,centroid_min,centroid_max,bandwidth_mean,bandwidth_std,bandwidth_kurtosis,bandwidth_skew,bandwidth_median,bandwidth_min,bandwidth_max,contrast_mean,contrast_std,contrast_kurtosis,contrast_skew,contrast_median,contrast_min,contrast_max,flatness_mean,flatness_std,flatness_kurtosis,flatness_skew,flatness_median,flatness_min,flatness_max,rolloff_mean,rolloff_std,rolloff_kurtosis,rolloff_skew,rolloff_median,rolloff_min,rolloff_max,zcr_mean,zcr_std,zcr_kurtosis,zcr_skew,zcr_median,zcr_min,zcr_max,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,rmse_median,rmse_min,rmse_max,pitch_mean_mean,pitch_mean_std,pitch_mean_kurtosis,pitch_mean_skew,pitch_mean_median,pitch_mean_min,pitch_mean_max,mfcc_ravel_mean,mfcc_ravel_std,mfcc_ravel_kurtosis,mfcc_ravel_skew,mfcc_ravel_median,mfcc_ravel_min,mfcc_ravel_max,chroma_vqt_mean,chroma_vqt_std,chroma_vqt_kurtosis,chroma_vqt_skew,chroma_vqt_median,chroma_vqt_min,chroma_vqt_max
1451.7658637380653,816.6144569227001,17.10839121137787,3.953607576011097,1277.8638978003055,704.7169604477377,5928.00529767305,1553.926134467248,364.15909734085767,4.016617772535519,1.6221514005888826,1444.2697842277844,967.3582411147984,3238.7232236685227,17.181182996704447,6.030248789064474,9.563873815388517,2.3274019261667505,16.094524346042995,3.3630865880978242,49.63541360113168,0.005599536876031424,0.014352829922173859,22.909117550851967,4.781156368738385,0.0017775948584916467,0.00012865041849059223,0.09056729108450047,2586.1980687792056,1199.45711099148,9.551562853742304,2.890336882127505,2228.6865234375,1248.92578125,7881.15234375,0.06930855724299065,0.05471132344830004,14.458931606192731,3.590604787882328,0.06201171875,0.01904296875,0.36669921875,0.012787475424896937,0.007599544767483591,-0.6443360932610811,0.29341112915941253,0.012236472032504508,0.001080033479144064,0.031347010582070796,17.68227179016635,18.570464009566336,4.505680756156501,2.006660605447924,11.075669128145655,0.49778048614661335,100.2678797361833,-19.942748379590444,106.39736168297837,6.973189726148307,-2.2372236861504438,-5.318405242192554,-517.9887472722862,196.61020104817703,0.5386553947152473,0.28207042779442454,-1.1721513702134294,0.09920457630209009,0.5277943035715007,0.04972687929938158,1.0
2299.4742871172325,1572.459762969922,1.0937334484843992,1.6272783359196976,1586.9487345562784,903.7875645567235,6731.148906320284,1844.72330392358,446.85824755113475,0.5297443650924123,0.868975591867999,1777.4909514499814,1004.5925615246224,3301.296839232071,17.61915082128637,7.299834938770797,7.845545196080442,2.5711430501692547,16.450921081207028,5.664862989102969,51.714630872838,0.03392244758593015,0.060335542694741985,5.149473858594238,2.2270120706536,0.005890234306979717,0.00028151158769430595,0.3725942260770665,3956.3445804625985,2044.2745622211396,0.09501583773786271,1.1990182443258064,3208.447265625,1216.6259765625,9151.611328125,0.13911017470472442,0.1221127100130642,1.9731794764898023,1.7688280859814571,0.087158203125,0.03515625,0.53955078125,0.0034290020159657994,0.0029473861791902284,2.7809295460893493,1.545082066571818,0.002773436017436343,0.00047081688911582484,0.016853239267280346,36.869613175419,38.243120849033524,2.4047711329029315,1.6590344023348402,23.97343399987919,0.8485571190715449,179.77144415515,-25.724933640343718,126.62035801303092,7.217858656646925,-2.6907755485242,-1.4745442547373249,-587.6658574354149,192.74821004774805,0.5770118048780589,0.2649387022303378,-1.1203767683161738,-0.010068844108427304,0.5812038870885153,0.0704297787507349,1.0
1726.5791577101827,718.0338312935054,7.315880260651888,2.3048655628308987,1541.781322120897,603.3473936449892,5455.560221239501,1703.7821235304827,425.4148813773402,0.3012875464469187,0.5984482769209216,1650.8968196975961,675.5399060473646,3059.984010366979,18.763276652875934,7.938005423984937,4.098345257091272,1.7574216664212534,17.13171042820634,5.480867165578397,53.054167300447844,0.015039253542956986,0.03740913405258744,22.461449169090077,4.424660059754524,0.00331053080840409,1.1307515230422078e-05,0.2734043402446909,3128.763198852539,1367.9274562991568,1.5500685318977236,1.0667337924033053,2793.93310546875,775.1953125,8311.81640625,0.10039901733398438,0.04471512032176755,5.628159326455531,2.0364483966419353,0.09228515625,0.03076171875,0.3271484375,0.02663532843255487,0.023994544315323975,-1.0937257835928829,0.6194083315871937,0.015705456669435104,0.002000077644078256,0.08679841684419229,48.4949145457368,40.79483880915118,-0.2672788071441987,0.7675394721820327,39.02519843299065,0.33068306451262425,182.44473354114254,-16.364796822498946,86.99156763726401,7.521680427248414,-2.1203928902178317,-5.61153341781978,-428.8476567618539,215.57476324642084,0.5829128751795718,0.2648003667453919,-0.853921732896691,-0.16871269077368403,0.5912146428400225,0.02571573039432852,1.0
1953.5195116066361,956.0696116014441,4.690905013784837,2.0584780285631443,1709.7043857663682,521.683907521506,6002.304454674917,1851.3806352964684,478.47183089304144,2.491396649204823,1.3215001809838152,1777.521032269462,958.2503265590875,3631.5388183689847,17.37624487207192,5.722328144245957,7.886835086283687,2.0162935188319056,16.570559386525474,3.315921624268487,51.57441149355424,0.02313000838795354,0.04931929120367951,9.6918662797993,3.1291278652507257,0.005446490126022627,2.640648213442423e-05,0.2950393704477799,3524.799898138457,1643.2494814206075,3.1697087826593817,1.738064425843132,3154.6142578125,699.8291015625,9420.7763671875,0.10124476674641149,0.06346913543161928,4.793240888278836,1.9930051550824028,0.0830078125,0.02294921875,0.41259765625,0.00628786971427282,0.004433701425938622,0.3451826141184102,0.8686681962640219,0.005571953984984818,0.00035363527668682854,0.020474300790985108,43.70865285331195,49.41771916080737,0.9796179772441835,1.3521000972369233,22.868990008213395,0.21930217381722644,213.10562189810216,-26.979358266325523,114.87913500791754,7.6520651487616025,-2.6662239337866276,-4.795847678932857,-606.7965094793323,186.19344140897897,0.514831129295667,0.28558304937329115,-1.0832938549625573,0.1651098468518095,0.4971882229140993,0.034177992695677874,1.0
2184.303049685245,1209.5868982224351,-0.1348285085596017,0.9724550569936168,1906.237892064288,678.1737622601538,5280.959309536749,1961.589528012041,549.3361038881525,-0.9867333579582804,0.187610463120067,1880.8837133819457,1059.7973053179485,3015.6577995450343,18.392189349257006,5.434134712932217,2.81241654118633,1.0455825186250252,17.39064412446726,5.872860878993029,46.99663419227744,0.0364048816548838,0.07120104799572304,3.3722637294031843,2.127222929562409,0.004136243920580071,9.601464878986446e-05,0.28222842817805444,3998.177490234375,2007.8276556426376,-0.7557191367914702,0.614757515294348,3526.06201171875,1281.2255859375,8354.8828125,0.09642333984375,0.07153378535219272,-0.18440000434590775,0.9170669671246398,0.067626953125,0.01904296875,0.2705078125,0.01067167089109408,0.006854958838617562,-1.0136954335301704,0.36087158206171754,0.008884782263776427,0.0004847429960021386,0.025322839687767985,27.97774794895336,47.1667979551107,3.8347310548835134,2.129870492880508,6.581243662908848,0.5764553378025472,202.92179083928852,-26.146739888078663,105.66189137702338,7.779094113799472,-2.6337524309174394,-6.911247928750124,-549.3299114926032,198.519864215577,0.40297502591081424,0.3087782532697818,-0.8546656079089447,0.6415548617680027,0.33202360359331085,0.025875936911130406,1.0
1714.7259985180983,640.877684437251,1.7612542251578702,1.2953530953104846,1568.3004239606566,730.5152418636679,4217.021190518526,1778.379664849941,412.5298604709683,0.2944431899222799,0.47991573866664866,1786.6652676622662,1012.3075389247969,2970.2976519805648,18.196131642218884,5.791090295437225,7.825403955158169,1.9176755927905444,17.342032903742464,6.660829029659472,53.37321700203064,0.012529027915842228,0.03456564611102889,39.1910200624043,5.946301207782403,0.0036269703070216804,6.882319668435316e-05,0.2950200413025837,3107.304081603558,1261.4676699206095,1.1234989365477306,0.8084525403453622,3003.8818359375,1119.7265625,7536.62109375,0.08042384238138686,0.0408490965262931,3.01004529362743,1.5569968746747995,0.0712890625,0.02392578125,0.2392578125,0.012286533268078546,0.00813468717895911,-0.6363687502720952,0.4913603132200706,0.011188574711737957,0.000657690733740925,0.03251147936609449,24.53083033450916,33.610618180490434,5.062440334917133,2.329292263377027,11.47662710122647,0.6331624959062355,167.34118538439267,-19.611173938527777,103.7866373325964,7.300639217622194,-2.486460526424812,-2.376520269096831,-520.244501143985,202.88786399418404,0.4866288101573865,0.2809850054136056,-0.9779638965362492,0.37817643570946324,0.4469253330350521,0.03184674444138095,1.0
1532.4932341766444,1051.886358544427,2.692210762312074,2.010750869890921,1069.8559368395909,822.8965894533363,4772.698936703514,1638.3181291927049,571.8788321737838,1.4939218183433294,1.5178745870725383,1471.8215654314763,1028.2158981873004,3319.207338706691,16.70582204712006,4.71081001857287,7.959890708879801,1.6528746123989895,16.149480666416647,4.6572628838074435,44.59409183303606,0.017081766217699915,0.04067265934247289,8.435818484449833,2.9079821822380656,0.0011714075260040582,0.00032373417910885053,0.20805945596451994,2617.2629616477275,2022.146190249035,1.1367895826203354,1.6171611300731101,1744.189453125,1087.4267578125,7913.4521484375,0.07984730113636364,0.0594291078747522,5.536551270612122,2.4289259612121024,0.0595703125,0.025390625,0.314453125,0.00874695830135273,0.004421873279533774,-1.0926016537065713,0.2062456365342142,0.008083746298331215,0.0012499286323144792,0.017397134217334864,17.62855794268796,21.906283265533332,5.865423300711148,2.545575761488404,11.107367931523328,1.2145765911100366,102.03650819229223,-16.70876925804112,114.36787323583106,6.287410887070578,-2.2519541438786868,1.1745162473846849,-544.2339318865946,217.05861947403764,0.5979855290236568,0.24273472002476626,-1.117308837342037,0.12266434230023204,0.5764089441761333,0.15510807631850287,1.0
1648.2667068763242,404.57279859105444,17.820059117594532,3.2080201876998182,1570.3765099503748,1030.543408428373,4556.647576454814,1625.6937981365306,247.8447305895347,1.9565293319597323,1.0845313959361218,1579.322840274522,1176.9924042683106,2699.5171687753837,16.54686036012359,6.5428756300992434,9.981203236793892,2.702663733406359,15.477669306187192,4.740074853721378,51.051599428258015,0.01145436300415639,0.022116210448731754,48.69862011288573,6.431111613035273,0.0052017158678463885,0.00030459826406465426,0.21870767330183544,3033.1011115660413,702.8330567791952,10.63286060139735,2.279821325861552,2906.982421875,1561.1572265625,7332.0556640625,0.09255626991855524,0.028109577199697075,9.890672640909353,2.0853272028138674,0.09033203125,0.04345703125,0.271484375,0.008005367969497855,0.005777871801476435,-0.830871920960957,0.4958801927888916,0.007167987456008217,0.0008831414230581095,0.023937730821842477,62.38874432114417,46.39751591918588,-0.36466931910608835,0.7634533289424007,49.91946123685925,1.6437121880988128,202.98203119368537,-22.465308911479756,105.09597446875345,7.6328167065681995,-2.392711837154198,-6.421423725814817,-519.9991546250719,188.86267540905106,0.6478273574323028,0.21819085777918698,-0.7728982457060134,-0.09263100964629378,0.643404064747479,0.07382456358028314,1.0
1405.7106524795065,688.9543334111295,6.990465137906275,2.400289219866099,1255.3610879780626,566.1729127556562,4671.557120479606,1628.4301697088322,381.4792232932863,0.01342463883549172,0.7700703002557178,1553.8749490852738,938.3284893873684,2785.6006721539484,18.070363490613968,6.493079211648412,7.383989860785958,2.2407005783382004,16.88347383184625,5.735446308584789,48.76911576703968,0.008855389888379136,0.02243350366473755,14.136647650836004,3.7719290687458447,0.001449538992265892,0.00011506352801870908,0.12614244708115244,2486.924265391791,1302.8616999198832,2.67465528117493,1.4811945097554766,2271.7529296875,667.529296875,7385.888671875,0.06609287546641791,0.03794301585598106,3.6569107721318375,1.7933617723811621,0.057861328125,0.02099609375,0.2138671875,0.00857585161309562,0.006265697062624327,-1.1428166304945981,0.36172367225730945,0.00782077704352707,0.0008274246285455152,0.021393079388824166,17.924300039978306,27.876273563788864,9.802091926975327,3.1397231810343422,9.92460558544529,0.3549679727143825,159.7068819431884,-18.325888414179737,120.11453464258378,7.62907885817221,-2.5782678736419387,1.4091296783153195,-569.8631701772758,217.5233223313288,0.565908998565647,0.2593119562883496,-1.0691099126112125,0.14703295707964545,0.5510314056475228,0.06309896747399867,1.0
1676.383179287556,927.6006612117188,5.142273698613323,2.2285367486723575,1388.6373073199698,781.7322706585775,5841.592095038843,1737.8480087973069,432.11448448332817,1.9206170087168433,1.3186104280121371,1642.6150938217465,1046.2959607728221,3315.713042761056,18.385204177221464,7.230233683470993,5.424152697955789,2.008165455054824,16.796931046236388,4.538853647475081,50.685902536329166,0.010720242851569792,0.026769710804800607,37.1388592655137,5.240228387235434,0.0017788540503329239,2.8884589213855857e-05,0.2612460918867516,3208.397877544438,1468.7714983134324,2.3868500582836365,1.632145020915336,2793.93310546875,1367.3583984375,8828.61328125,0.0714301713016055,0.055316164328837694,5.996862089940327,2.2966730540348523,0.05322265625,0.01904296875,0.333984375,0.00927915383960118,0.007713301604180897,-0.8936189707603797,0.5272620092818943,0.008450911771251964,0.0004699430232820022,0.028676476646888344,18.323254625783953,31.801659301021715,5.779132074680906,2.472923249010128,4.64294905413249,0.17537933044954382,166.6050493291996,-23.886715157350295,121.93439200505108,9.252990105787582,-2.9601820936419814,-1.1110471372050075,-589.8732350389697,173.04013560321468,0.4835145902745588,0.283463447083925,-0.9630556849450578,0.34412899902904615,0.45343580203400835,0.03281431037760381,1.0
